,n_estimators,max_depth,learning_rate,min_child_weight,gamma,accuracy,precision
295,50,10.0,0.2,2,3,0.4869831546707504,0.672077922077922
296,50,10.0,0.2,3,0,0.47473200612557426,0.672077922077922
297,50,10.0,0.2,3,1,0.4885145482388974,0.672077922077922
298,50,10.0,0.2,3,2,0.47473200612557426,0.672077922077922
299,50,10.0,0.2,3,3,0.47320061255742724,0.672077922077922
300,50,10.0,0.2,4,0,0.4869831546707504,0.672077922077922
301,50,10.0,0.2,4,1,0.47013782542113325,0.672077922077922
302,50,10.0,0.2,4,2,0.4655436447166922,0.672077922077922
303,50,10.0,0.2,4,3,0.47013782542113325,0.672077922077922
304,50,10.0,0.3,1,0,0.5007656967840735,0.672077922077922
305,50,10.0,0.3,1,1,0.5007656967840735,0.672077922077922
306,50,10.0,0.3,1,2,0.49770290964777947,0.672077922077922
307,50,10.0,0.3,1,3,0.4869831546707504,0.672077922077922
308,50,10.0,0.3,2,0,0.5099540581929556,0.672077922077922
309,50,10.0,0.3,2,1,0.4869831546707504,0.672077922077922
310,50,10.0,0.3,2,2,0.4655436447166922,0.672077922077922
311,50,10.0,0.3,2,3,0.4563552833078101,0.672077922077922
312,50,10.0,0.3,3,0,0.48545176110260335,0.672077922077922
313,50,10.0,0.3,3,1,0.49770290964777947,0.672077922077922
314,50,10.0,0.3,3,2,0.4946401225114854,0.672077922077922
315,50,10.0,0.3,3,3,0.4762633996937213,0.672077922077922
316,50,10.0,0.3,4,0,0.49310872894333846,0.672077922077922
317,50,10.0,0.3,4,1,0.5007656967840735,0.672077922077922
318,50,10.0,0.3,4,2,0.4655436447166922,0.672077922077922
319,50,10.0,0.3,4,3,0.4900459418070444,0.672077922077922
320,50,15.0,0.01,1,0,0.4869831546707504,0.672077922077922
321,50,15.0,0.01,1,1,0.5038284839203675,0.672077922077922
322,50,15.0,0.01,1,2,0.4900459418070444,0.672077922077922
323,50,15.0,0.01,1,3,0.47473200612557426,0.672077922077922
324,50,15.0,0.01,2,0,0.47013782542113325,0.672077922077922
325,50,15.0,0.01,2,1,0.45329249617151607,0.672077922077922
326,50,15.0,0.01,2,2,0.4762633996937213,0.672077922077922
327,50,15.0,0.01,2,3,0.46401225114854516,0.672077922077922
328,50,15.0,0.01,3,0,0.5007656967840735,0.672077922077922
329,50,15.0,0.01,3,1,0.45788667687595713,0.672077922077922
330,50,15.0,0.01,3,2,0.47013782542113325,0.672077922077922
331,50,15.0,0.01,3,3,0.47473200612557426,0.672077922077922
332,50,15.0,0.01,4,0,0.47013782542113325,0.672077922077922
333,50,15.0,0.01,4,1,0.4777947932618683,0.672077922077922
334,50,15.0,0.01,4,2,0.48085758039816234,0.672077922077922
335,50,15.0,0.01,4,3,0.48238897396630936,0.672077922077922
336,50,15.0,0.1,1,0,0.5022970903522205,0.672077922077922
337,50,15.0,0.1,1,1,0.5007656967840735,0.672077922077922
338,50,15.0,0.1,1,2,0.49770290964777947,0.672077922077922
339,50,15.0,0.1,1,3,0.49617151607963245,0.672077922077922
340,50,15.0,0.1,2,0,0.48392036753445633,0.672077922077922
341,50,15.0,0.1,2,1,0.4655436447166922,0.672077922077922
342,50,15.0,0.1,2,2,0.4885145482388974,0.672077922077922
343,50,15.0,0.1,2,3,0.47320061255742724,0.672077922077922
344,50,15.0,0.1,3,0,0.46401225114854516,0.672077922077922
345,50,15.0,0.1,3,1,0.47473200612557426,0.672077922077922
346,50,15.0,0.1,3,2,0.47013782542113325,0.672077922077922
347,50,15.0,0.1,3,3,0.47166921898928027,0.672077922077922
348,50,15.0,0.1,4,0,0.48545176110260335,0.672077922077922
349,50,15.0,0.1,4,1,0.45941807044410415,0.672077922077922
350,50,15.0,0.1,4,2,0.46401225114854516,0.672077922077922
351,50,15.0,0.1,4,3,0.47320061255742724,0.672077922077922
352,50,15.0,0.2,1,0,0.4992343032159265,0.672077922077922
353,50,15.0,0.2,1,1,0.4869831546707504,0.672077922077922
354,50,15.0,0.2,1,2,0.49617151607963245,0.672077922077922
355,50,15.0,0.2,1,3,0.5022970903522205,0.672077922077922
356,50,15.0,0.2,2,0,0.4992343032159265,0.672077922077922
357,50,15.0,0.2,2,1,0.49770290964777947,0.672077922077922
358,50,15.0,0.2,2,2,0.48085758039816234,0.672077922077922
359,50,15.0,0.2,2,3,0.4900459418070444,0.672077922077922
360,50,15.0,0.2,3,0,0.4946401225114854,0.672077922077922
361,50,15.0,0.2,3,1,0.47013782542113325,0.672077922077922
362,50,15.0,0.2,3,2,0.4793261868300153,0.672077922077922
363,50,15.0,0.2,3,3,0.49157733537519144,0.672077922077922
364,50,15.0,0.2,4,0,0.4762633996937213,0.672077922077922
365,50,15.0,0.2,4,1,0.4670750382848392,0.672077922077922
366,50,15.0,0.2,4,2,0.4777947932618683,0.672077922077922
367,50,15.0,0.2,4,3,0.48392036753445633,0.672077922077922
368,50,15.0,0.3,1,0,0.49770290964777947,0.672077922077922
369,50,15.0,0.3,1,1,0.5007656967840735,0.672077922077922
370,50,15.0,0.3,1,2,0.46401225114854516,0.672077922077922
371,50,15.0,0.3,1,3,0.48238897396630936,0.672077922077922
372,50,15.0,0.3,2,0,0.49310872894333846,0.672077922077922
373,50,15.0,0.3,2,1,0.5038284839203675,0.672077922077922
374,50,15.0,0.3,2,2,0.5022970903522205,0.672077922077922
375,50,15.0,0.3,2,3,0.48392036753445633,0.672077922077922
376,50,15.0,0.3,3,0,0.5206738131699847,0.672077922077922
377,50,15.0,0.3,3,1,0.46248085758039814,0.672077922077922
378,50,15.0,0.3,3,2,0.49617151607963245,0.672077922077922
379,50,15.0,0.3,3,3,0.4900459418070444,0.672077922077922
380,50,15.0,0.3,4,0,0.4762633996937213,0.672077922077922
381,50,15.0,0.3,4,1,0.47013782542113325,0.672077922077922
382,50,15.0,0.3,4,2,0.47013782542113325,0.672077922077922
383,50,15.0,0.3,4,3,0.4655436447166922,0.672077922077922
384,50,20.0,0.01,1,0,0.5084226646248086,0.672077922077922
385,50,20.0,0.01,1,1,0.49617151607963245,0.672077922077922
386,50,20.0,0.01,1,2,0.49310872894333846,0.672077922077922
387,50,20.0,0.01,1,3,0.48545176110260335,0.672077922077922
388,50,20.0,0.01,2,0,0.48238897396630936,0.672077922077922
389,50,20.0,0.01,2,1,0.45788667687595713,0.672077922077922
390,50,20.0,0.01,2,2,0.4655436447166922,0.672077922077922
391,50,20.0,0.01,2,3,0.45329249617151607,0.672077922077922
392,50,20.0,0.01,3,0,0.49770290964777947,0.672077922077922
393,50,20.0,0.01,3,1,0.46248085758039814,0.672077922077922
394,50,20.0,0.01,3,2,0.4655436447166922,0.672077922077922
395,50,20.0,0.01,3,3,0.4762633996937213,0.672077922077922
396,50,20.0,0.01,4,0,0.47166921898928027,0.672077922077922
397,50,20.0,0.01,4,1,0.4686064318529862,0.672077922077922
398,50,20.0,0.01,4,2,0.4762633996937213,0.672077922077922
399,50,20.0,0.01,4,3,0.4762633996937213,0.672077922077922
400,50,20.0,0.1,1,0,0.4946401225114854,0.672077922077922
401,50,20.0,0.1,1,1,0.47320061255742724,0.672077922077922
402,50,20.0,0.1,1,2,0.4869831546707504,0.672077922077922
403,50,20.0,0.1,1,3,0.47166921898928027,0.672077922077922
404,50,20.0,0.1,2,0,0.47166921898928027,0.672077922077922
405,50,20.0,0.1,2,1,0.4777947932618683,0.672077922077922
406,50,20.0,0.1,2,2,0.46401225114854516,0.672077922077922
407,50,20.0,0.1,2,3,0.48085758039816234,0.672077922077922
408,50,20.0,0.1,3,0,0.4762633996937213,0.672077922077922
409,50,20.0,0.1,3,1,0.4670750382848392,0.672077922077922
410,50,20.0,0.1,3,2,0.47473200612557426,0.672077922077922
411,50,20.0,0.1,3,3,0.46248085758039814,0.672077922077922
412,50,20.0,0.1,4,0,0.46248085758039814,0.672077922077922
413,50,20.0,0.1,4,1,0.4655436447166922,0.672077922077922
414,50,20.0,0.1,4,2,0.4686064318529862,0.672077922077922
415,50,20.0,0.1,4,3,0.4869831546707504,0.672077922077922
416,50,20.0,0.2,1,0,0.4885145482388974,0.672077922077922
417,50,20.0,0.2,1,1,0.48545176110260335,0.672077922077922
418,50,20.0,0.2,1,2,0.4869831546707504,0.672077922077922
419,50,20.0,0.2,1,3,0.46248085758039814,0.672077922077922
420,50,20.0,0.2,2,0,0.4686064318529862,0.672077922077922
421,50,20.0,0.2,2,1,0.4885145482388974,0.672077922077922
